DEBUG: generate_chart_svg - experiment_name=20251217-DSS-single_cell-1514+CsA, param_name=体重, display_format=ç¾åæ¯, format_suffix=raw, filename=20251217-DSS-single_cell-1514+CsA-体重-2025-12-16_to_2025-12-24-raw.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-single_cell-1514+CsA, param_name=便血评分, display_format=百分比, format_suffix=percentage, filename=20251217-DSS-single_cell-1514+CsA-便血评分-2025-12-16_to_2025-12-24-percentage.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-single_cell-1514+CsA, param_name=腹泻评分, display_format=百分比, format_suffix=percentage, filename=20251217-DSS-single_cell-1514+CsA-腹泻评分-2025-12-16_to_2025-12-24-percentage.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-single_cell-1514+CsA, param_name=体重, display_format=原始数值, format_suffix=raw, filename=20251217-DSS-single_cell-1514+CsA-体重-2025-12-16_to_2025-12-24-raw.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-single_cell-1514+CsA, param_name=便血评分, display_format=原始数值, format_suffix=raw, filename=20251217-DSS-single_cell-1514+CsA-便血评分-2025-12-16_to_2025-12-24-raw.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-single_cell-1514+CsA, param_name=腹泻评分, display_format=原始数值, format_suffix=raw, filename=20251217-DSS-single_cell-1514+CsA-腹泻评分-2025-12-16_to_2025-12-24-raw.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-single_cell-1514+CsA, param_name=体重, display_format=比值, format_suffix=ratio, filename=20251217-DSS-single_cell-1514+CsA-体重-2025-12-16_to_2025-12-24-ratio.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-single_cell-1514+CsA, param_name=便血评分, display_format=比值, format_suffix=ratio, filename=20251217-DSS-single_cell-1514+CsA-便血评分-2025-12-16_to_2025-12-24-ratio.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-single_cell-1514+CsA, param_name=腹泻评分, display_format=比值, format_suffix=ratio, filename=20251217-DSS-single_cell-1514+CsA-腹泻评分-2025-12-16_to_2025-12-24-ratio.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-single_cell-1514+CsA, param_name=体重, display_format=原始数值, format_suffix=raw, filename=20251217-DSS-single_cell-1514+CsA-体重-2025-12-16_to_2025-12-24-raw.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-single_cell-1514+CsA, param_name=便血评分, display_format=原始数值, format_suffix=raw, filename=20251217-DSS-single_cell-1514+CsA-便血评分-2025-12-16_to_2025-12-24-raw.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-single_cell-1514+CsA, param_name=腹泻评分, display_format=原始数值, format_suffix=raw, filename=20251217-DSS-single_cell-1514+CsA-腹泻评分-2025-12-16_to_2025-12-24-raw.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-single_cell-1514+CsA, param_name=体重, display_format=比值, format_suffix=ratio, filename=20251217-DSS-single_cell-1514+CsA-体重-2025-12-16_to_2025-12-24-ratio.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-single_cell-1514+CsA, param_name=便血评分, display_format=比值, format_suffix=ratio, filename=20251217-DSS-single_cell-1514+CsA-便血评分-2025-12-16_to_2025-12-24-ratio.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-single_cell-1514+CsA, param_name=腹泻评分, display_format=比值, format_suffix=ratio, filename=20251217-DSS-single_cell-1514+CsA-腹泻评分-2025-12-16_to_2025-12-24-ratio.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-single_cell-1514+CsA, param_name=体重, display_format=百分比, format_suffix=percentage, filename=20251217-DSS-single_cell-1514+CsA-体重-2025-12-16_to_2025-12-24-percentage.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-single_cell-1514+CsA, param_name=便血评分, display_format=百分比, format_suffix=percentage, filename=20251217-DSS-single_cell-1514+CsA-便血评分-2025-12-16_to_2025-12-24-percentage.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-single_cell-1514+CsA, param_name=腹泻评分, display_format=百分比, format_suffix=percentage, filename=20251217-DSS-single_cell-1514+CsA-腹泻评分-2025-12-16_to_2025-12-24-percentage.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-single_cell-1514+CsA, param_name=体重, display_format=比值, format_suffix=ratio, filename=20251217-DSS-single_cell-1514+CsA-体重-2025-12-16_to_2025-12-24-ratio.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-single_cell-1514+CsA, param_name=便血评分, display_format=比值, format_suffix=ratio, filename=20251217-DSS-single_cell-1514+CsA-便血评分-2025-12-16_to_2025-12-24-ratio.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-single_cell-1514+CsA, param_name=腹泻评分, display_format=比值, format_suffix=ratio, filename=20251217-DSS-single_cell-1514+CsA-腹泻评分-2025-12-16_to_2025-12-24-ratio.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-SH-ZXY, param_name=体重, display_format=比值, format_suffix=ratio, filename=20251217-DSS-SH-ZXY-体重-2025-12-17_to_2025-12-24-ratio.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-SH-ZXY, param_name=便血评分, display_format=比值, format_suffix=ratio, filename=20251217-DSS-SH-ZXY-便血评分-2025-12-17_to_2025-12-24-ratio.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-SH-ZXY, param_name=腹泻评分, display_format=比值, format_suffix=ratio, filename=20251217-DSS-SH-ZXY-腹泻评分-2025-12-17_to_2025-12-24-ratio.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-SH-ZXY, param_name=体重, display_format=百分比, format_suffix=percentage, filename=20251217-DSS-SH-ZXY-体重-2025-12-17_to_2025-12-24-percentage.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-SH-ZXY, param_name=便血评分, display_format=百分比, format_suffix=percentage, filename=20251217-DSS-SH-ZXY-便血评分-2025-12-17_to_2025-12-24-percentage.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-SH-ZXY, param_name=腹泻评分, display_format=百分比, format_suffix=percentage, filename=20251217-DSS-SH-ZXY-腹泻评分-2025-12-17_to_2025-12-24-percentage.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-SH-ZXY, param_name=体重, display_format=原始数值, format_suffix=raw, filename=20251217-DSS-SH-ZXY-体重-2025-12-17_to_2025-12-24-raw.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-SH-ZXY, param_name=便血评分, display_format=原始数值, format_suffix=raw, filename=20251217-DSS-SH-ZXY-便血评分-2025-12-17_to_2025-12-24-raw.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-SH-ZXY, param_name=腹泻评分, display_format=原始数值, format_suffix=raw, filename=20251217-DSS-SH-ZXY-腹泻评分-2025-12-17_to_2025-12-24-raw.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-single_cell-1514+CsA, param_name=体重, display_format=原始数值, format_suffix=raw, filename=20251217-DSS-single_cell-1514+CsA-体重-2025-12-16_to_2025-12-24-raw.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-single_cell-1514+CsA, param_name=便血评分, display_format=原始数值, format_suffix=raw, filename=20251217-DSS-single_cell-1514+CsA-便血评分-2025-12-16_to_2025-12-24-raw.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-single_cell-1514+CsA, param_name=腹泻评分, display_format=原始数值, format_suffix=raw, filename=20251217-DSS-single_cell-1514+CsA-腹泻评分-2025-12-16_to_2025-12-24-raw.svg
DEBUG: generate_chart_svg - experiment_name=20251223-TNBS, param_name=体重, display_format=原始数值, format_suffix=raw, filename=20251223-TNBS-体重-2025-12-23_to_2025-12-24-raw.svg
DEBUG: generate_chart_svg - experiment_name=20251223-TNBS, param_name=便血, display_format=原始数值, format_suffix=raw, filename=20251223-TNBS-便血-2025-12-24_to_2025-12-24-raw.svg
DEBUG: generate_chart_svg - experiment_name=20251223-TNBS, param_name=腹泻, display_format=原始数值, format_suffix=raw, filename=20251223-TNBS-腹泻-2025-12-24_to_2025-12-24-raw.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-SH-ZXY, param_name=体重, display_format=原始数值, format_suffix=raw, filename=20251217-DSS-SH-ZXY-体重-2025-12-17_to_2025-12-24-raw.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-SH-ZXY, param_name=便血评分, display_format=原始数值, format_suffix=raw, filename=20251217-DSS-SH-ZXY-便血评分-2025-12-17_to_2025-12-24-raw.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-SH-ZXY, param_name=腹泻评分, display_format=原始数值, format_suffix=raw, filename=20251217-DSS-SH-ZXY-腹泻评分-2025-12-17_to_2025-12-24-raw.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-single_cell-1514+CsA, param_name=体重, display_format=原始数值, format_suffix=raw, filename=20251217-DSS-single_cell-1514+CsA-体重-2025-12-16_to_2025-12-24-raw.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-single_cell-1514+CsA, param_name=便血评分, display_format=原始数值, format_suffix=raw, filename=20251217-DSS-single_cell-1514+CsA-便血评分-2025-12-16_to_2025-12-24-raw.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-single_cell-1514+CsA, param_name=腹泻评分, display_format=原始数值, format_suffix=raw, filename=20251217-DSS-single_cell-1514+CsA-腹泻评分-2025-12-16_to_2025-12-24-raw.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-SH-ZXY, param_name=体重, display_format=原始数值, format_suffix=raw, filename=20251217-DSS-SH-ZXY-体重-2025-12-17_to_2025-12-24-raw.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-SH-ZXY, param_name=便血评分, display_format=原始数值, format_suffix=raw, filename=20251217-DSS-SH-ZXY-便血评分-2025-12-17_to_2025-12-24-raw.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-SH-ZXY, param_name=腹泻评分, display_format=原始数值, format_suffix=raw, filename=20251217-DSS-SH-ZXY-腹泻评分-2025-12-17_to_2025-12-24-raw.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-SH-ZXY, param_name=体重, display_format=比值, format_suffix=ratio, filename=20251217-DSS-SH-ZXY-体重-2025-12-17_to_2025-12-24-ratio.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-SH-ZXY, param_name=便血评分, display_format=比值, format_suffix=ratio, filename=20251217-DSS-SH-ZXY-便血评分-2025-12-17_to_2025-12-24-ratio.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-SH-ZXY, param_name=腹泻评分, display_format=比值, format_suffix=ratio, filename=20251217-DSS-SH-ZXY-腹泻评分-2025-12-17_to_2025-12-24-ratio.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-SH-ZXY, param_name=体重, display_format=百分比, format_suffix=percentage, filename=20251217-DSS-SH-ZXY-体重-2025-12-17_to_2025-12-24-percentage.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-SH-ZXY, param_name=便血评分, display_format=百分比, format_suffix=percentage, filename=20251217-DSS-SH-ZXY-便血评分-2025-12-17_to_2025-12-24-percentage.svg
DEBUG: generate_chart_svg - experiment_name=20251217-DSS-SH-ZXY, param_name=腹泻评分, display_format=百分比, format_suffix=percentage, filename=20251217-DSS-SH-ZXY-腹泻评分-2025-12-17_to_2025-12-24-percentage.svg
